"id";"lavNumber";"name";"type";"result";"tier";"officialFeatureId";"officialDistanceM";"officialCandidateCount";"distanceGapM";"featureUseCount";"reason"
"10-290-48-malerteich-in-gunthersdorf";"10-290-48";"Malerteich in Günthersdorf";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOT00004E4n";"809.1";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"10-290-50-staubecken-tollwitz";"10-290-50";"Staubecken Tollwitz";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00004vk8";"9.8";"4";"25.5";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"10-290-53-kiessee-1-wallendorf";"10-290-53";"Kiessee 1 Wallendorf";"Kiesgrube";"review";"v72-conflict";"StandingWater_DESTGEOT00004y4I";"41.9";"1";"9999";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"10-290-55-kiessee-2-wallendorf";"10-290-55";"Kiessee 2 Wallendorf";"Kiesgrube";"review";"v72-conflict";"StandingWater_DESTGEOT00004y4I";"41.9";"1";"9999";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"10-290-57-ockendorfer-teich-leuna";"10-290-57";"Ockendorfer Teich Leuna";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOT00004vjt";"133.6";"2";"96.9";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"10-352-02-teich-thalgarten-in-querfurt";"10-352-02";"Teich Thalgarten in Querfurt";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOT00000bNF";"159.3";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"10-353-02-langer-teich-in-landgrafroda";"10-353-02";"Langer Teich in Landgrafroda";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOT000007mh";"12.9";"3";"38.3";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"10-353-05-backerteich-landgrafroda";"10-353-05";"Bäckerteich Landgrafroda";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOT000007mh";"12.9";"3";"38.3";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"10-370-01-rosts-loch-in-lieskau";"10-370-01";"Rost‘s Loch in Lieskau";"See";"matched";"v72-standing-gap";"StandingWater_DESTGEOT00002so1";"37.8";"2";"152.4";"1";"Konfliktfreies stehendes Gewässer: höchstens 50 m entfernt und mindestens 100 m Vorsprung vor dem nächsten amtlichen Kandidaten."
"10-370-02-grundel-teich-bei-teutschenthal";"10-370-02";"Gründel Teich bei Teutschenthal";"Teich";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"10-370-04-schmiedern-am-gutzer-berg";"10-370-04";"Schmiedern am Gützer Berg";"See";"review";"v72-conflict";"StandingWater_DESTGEOTR1008dzl";"385.5";"1";"9999";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"10-370-05-obere-steinbreite-bei-brachwitz";"10-370-05";"Obere Steinbreite bei Brachwitz";"See";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"10-370-06-steinbruche-am-spitzberg-bei-landsberg-b-bl-k-pl-ro-0-85";"10-370-06";"Steinbrüche am Spitzberg bei Landsberg B, Bl, K, Pl, Ro 0,85";"See";"review";"v72-conflict";"StandingWater_DESTGEOTR1008dzl";"385.5";"1";"9999";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"10-370-13-vorderer-schacht-bei-dollnitz";"10-370-13";"Vorderer Schacht bei Döllnitz";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT00004y4A";"170.6";"6";"31.9";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"10-370-14-pappelgrund-bei-teutschenthal";"10-370-14";"Pappelgrund bei Teutschenthal";"See";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"10-370-16-erlengrund-bei-teutschenthal";"10-370-16";"Erlengrund bei Teutschenthal";"See";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"10-370-18-gewasser-an-der-seilbahn-i";"10-370-18";"Gewässer an der Seilbahn I";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00002QqZ";"40.4";"4";"137.7";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"10-370-23-2-dorfteiche-in-niemberg";"10-370-23";"2 Dorfteiche in Niemberg";"Teich";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"10-370-25-tonloch-morl";"10-370-25";"Tonloch Morl";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00002QqZ";"40.4";"4";"137.7";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"10-370-32-steinbruch-ostrau";"10-370-32";"Steinbruch Ostrau";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT00004Liu";"12.7";"4";"32.5";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"10-370-33-seilbahn-iii-u-ii-bei-morl";"10-370-33";"Seilbahn III u. II bei Morl";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00002QqZ";"40.4";"4";"137.7";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"10-370-41-dorfteich-lohnsdorf";"10-370-41";"Dorfteich Lohnsdorf";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOTR100d4ws";"329.4";"2";"49.3";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"10-370-45-teich-am-rodelberg";"10-370-45";"Teich am Rodelberg";"Fließgewässer";"review";"v72-flow";"Watercourse_DESTGEOT000054UX_lin";"19.2";"7";"18.1";"1";"Fließgewässer werden in v7.2 nicht automatisch hochgestuft."
"10-370-51-napresse-dollnitz";"10-370-51";"Naßpresse Döllnitz";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT00004y4C";"440.4";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"10-370-52-entenfang-bei-langenbogen";"10-370-52";"Entenfang bei Langenbogen";"See";"review";"v72-standing-review";"StandingWater_DESTGEOTR100eyi8";"51.6";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"11-240-03-vollert-bei-trebnitz";"11-240-03";"Vollert bei Trebnitz";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT00004r2N";"348.2";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"11-240-04-restloch-tornau";"11-240-04";"Restloch Tornau";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT00004DO3";"62.8";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"11-240-06-feuerloschteich-gerstewitz";"11-240-06";"Feuerlöschteich Gerstewitz";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOT00004tcu";"516.9";"2";"421.7";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"11-241-02-mondsee-pirkau-bei-hohenmolsen";"11-241-02";"Mondsee Pirkau bei Hohenmölsen";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00004r3e";"401.1";"1";"9999";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"11-241-04-eisensee-bei-hohenmolsen";"11-241-04";"Eisensee bei Hohenmölsen";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00004r3e";"401.1";"1";"9999";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"11-300-01-parkteich-zu-grojena";"11-300-01";"Parkteich zu Großjena";"Teich";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"11-300-02-baggerteich-in-naumburg";"11-300-02";"Baggerteich in Naumburg";"Teich";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"11-300-08-herren-und-bauernteich-in";"11-300-08";"Herren- und Bauernteich in";"Teich";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"11-310-02-toter-arm-bei-nebra";"11-310-02";"Toter Arm bei Nebra";"See";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"11-310-05-unstrut-von-landesgrenze-thuringen";"11-310-05";"Unstrut von Landesgrenze Thüringen";"Fließgewässer";"review";"v72-conflict";"Watercourse_DESTGEOTR10087XO_lin";"2.8";"5";"25.4";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"11-440-01-tagebaurestloch-bei-gostau";"11-440-01";"Tagebaurestloch bei Gostau";"Kiesgrube";"review";"v72-standing-review";"StandingWater_DESTGEOT00004tcQ";"685.9";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"11-440-02-saale-von-eisenbahnbrucke-bei-eulau";"11-440-02";"Saale von Eisenbahnbrücke bei Eulau";"Fließgewässer";"review";"v72-flow";"Watercourse_DESTGEOT00000nRR_lin";"19.1";"5";"36";"1";"Fließgewässer werden in v7.2 nicht automatisch hochgestuft."
"11-440-05-alter-saalearm-uichteritz";"11-440-05";"Alter Saalearm Uichteritz";"Fließgewässer";"review";"v72-flow";"Watercourse_DESTGEOT00000nR2_lin";"0.1";"11";"50.6";"1";"Fließgewässer werden in v7.2 nicht automatisch hochgestuft."
"11-480-02-naturbad-rehmsdorf";"11-480-02";"Naturbad Rehmsdorf";"See";"matched";"v72-standing-single";"StandingWater_DESTGEOT00004As4";"39.7";"1";"9999";"1";"Konfliktfreies stehendes Gewässer: einziger amtlicher Kandidat im Suchbereich und höchstens 40 m entfernt."
"11-480-09-phonix-nord";"11-480-09";"Phönix Nord";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT00004CMp";"101.3";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"11-480-13-revierparkteich-profen";"11-480-13";"Revierparkteich Profen";"Teich";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"11-480-18-hasselteich-droyig";"11-480-18";"Hasselteich Droyßig";"Teich";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"11-480-20-wal-in-gobitz";"11-480-20";"Wal in Göbitz";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT00004CMh";"721.8";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"11-482-01-hainbergsee-sachsen-anhalt-bereich-a-b-h-k-s-z-6-30";"11-482-01";"Hainbergsee (Sachsen-Anhalt-Bereich) A, B, H, K, S, Z 6,30";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00002KP4";"449.1";"1";"9999";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"11-482-02-muhlgraben-wetterzeube";"11-482-02";"Mühlgraben Wetterzeube";"Fließgewässer";"review";"v72-flow";"Watercourse_DESTGEOT00004pq8_lin";"14.9";"2";"58";"1";"Fließgewässer werden in v7.2 nicht automatisch hochgestuft."
"11-482-04-grasteich-spora";"11-482-04";"Grasteich Spora";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOT00004ArR";"291.8";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"11-482-05-flograben-von-lg-thuringen-bis";"11-482-05";"Floßgraben von LG Thüringen bis";"Fließgewässer";"review";"v72-conflict";"Watercourse_DESTGEOT00005hGj_lin";"9.8";"5";"27.8";"6";"Amtliches Feature wird von 6 LAV-Einträgen beansprucht; bleibt Review."
"12-140-04-stillinge-nord";"12-140-04";"Stillinge Nord";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT000059dp";"313.2";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"12-140-05-rehsumpf";"12-140-05";"Rehsumpf";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT0000fQpJ";"68.3";"6";"0";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"12-140-07-mulde-von-ca-150-m-unterhalb-abzweig-a-b-bl-d-h-pl-20-00-jonitzer-mulde-bis-tiergartenbrucke-und-q-z-von-unterhalb-brucke-b185-bis-250m-oberhalb-einmundung-jonitzer-mulde-und-von-einmundung-lorkgraben-bis-tannenhagerbrucke-sowie-jonitzer-mulde-von-abzweig-aus-der-mulde-bis-oberhalb-brucke-jonitzer-muhle";"12-140-07";"Mulde von ca. 150 m unterhalb Abzweig A, B, Bl, D, H, Pl, 20,00 Jonitzer Mulde bis Tiergartenbrücke und Q, Z von unterhalb Brücke B185 bis 250m oberhalb Einmündung Jonitzer Mulde und von Einmündung Lorkgraben bis Tannenhägerbrücke sowie Jonitzer Mulde von Abzweig aus der Mulde bis oberhalb Brücke Jonitzer Mühle";"Fließgewässer";"review";"v72-flow";"Watercourse_DESTGEOT000054T0_pol";"3.8";"7";"8.8";"1";"Fließgewässer werden in v7.2 nicht automatisch hochgestuft."
"12-140-08-peisker-an-der-strae-zum-ot-rolau";"12-140-08";"Peisker an der Straße zum OT Roßlau";"See";"review";"v72-conflict";"StandingWater_DESTGEOT0000cnvd";"825.7";"1";"9999";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"12-140-09-fahrsee-an-der-strae-zum-ot-rolau";"12-140-09";"Fährsee an der Straße zum OT Roßlau";"See";"review";"v72-conflict";"StandingWater_DESTGEOT0000cnvd";"825.7";"1";"9999";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"12-140-11-zoberbergsee-1-im-ot-mosigkau";"12-140-11";"Zoberbergsee 1 im OT Mosigkau";"See";"review";"v72-standing-review";"StandingWater_DESTGEOTR1007v4P";"855.4";"2";"3.3";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"12-360-02-karpfenteich-biethe-im-ot-rolau";"12-360-02";"Karpfenteich Biethe im OT Roßlau";"Teich";"review";"v72-conflict";"StandingWater_DESTGEOT0000cnvd";"825.7";"1";"9999";"3";"Amtliches Feature wird von 3 LAV-Einträgen beansprucht; bleibt Review."
"13-280-07-neustadter-see-ii-schonstrecke-beachten-a-b-bl-h-k-pl-s-28-00";"13-280-07";"Neustädter See II, Schonstrecke beachten A, B, Bl, H, K, Pl, S 28,00";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00002KP4";"449.1";"1";"9999";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"13-280-13-else-kolke-bei-zipkeleben";"13-280-13";"Else-Kolke bei Zipkeleben";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00002hHV";"51.8";"2";"329.8";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"13-280-15-prester-see-3-teile";"13-280-15";"Prester See (3 Teile)";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT00002lN9";"508.7";"1";"9999";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"13-280-18-alte-elbe-kreuzhorst";"13-280-18";"Alte Elbe Kreuzhorst";"Fließgewässer";"review";"v72-conflict";"Watercourse_DESTGEOTR1007HVE_pol";"12.3";"4";"22.6";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"13-280-23-elbe-und-alte-elbe";"13-280-23";"Elbe und Alte Elbe";"Fließgewässer";"review";"v72-flow";"Watercourse_DESTGEOT00002gUl_pol";"17.1";"4";"30.4";"1";"Fließgewässer werden in v7.2 nicht automatisch hochgestuft."
"13-280-24-zollelbe-vom-elb-km-325-60-327-40";"13-280-24";"Zollelbe vom Elb-km 325,60 – 327,40";"Fließgewässer";"review";"v72-flow";"Watercourse_DESTGEOT00004hfB_lin";"43.5";"4";"189.9";"1";"Fließgewässer werden in v7.2 nicht automatisch hochgestuft."
"13-280-30-sternsee-olvenstedt";"13-280-30";"Sternsee Olvenstedt";"See";"review";"v72-standing-review";"StandingWater_DESTGEOT00002lMl";"732.7";"2";"240.1";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"13-280-32-siel-zipkeleben";"13-280-32";"Siel Zipkeleben";"See";"review";"v72-conflict";"StandingWater_DESTGEOT00002hHV";"51.8";"2";"329.8";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"13-400-01-wolter-1-und-2-bei-randau";"13-400-01";"Wolter 1 und 2 bei Randau";"See";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"13-400-02-riemer-1-2-und-3-bei-randau";"13-400-02";"Riemer 1, 2 und 3 bei Randau";"See";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"13-400-03-schloteich-in-randau";"13-400-03";"Schloßteich in Randau";"Teich";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"13-400-04-langer-see-groer-see-bei-randau";"13-400-04";"Langer See (Großer See) bei Randau";"See";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"13-400-05-gelbes-loch-bei-randau";"13-400-05";"Gelbes Loch bei Randau";"Fließgewässer";"review";"v72-conflict";"Watercourse_DESTGEOTR1007HVE_pol";"12.3";"4";"22.6";"2";"Amtliches Feature wird von 2 LAV-Einträgen beansprucht; bleibt Review."
"13-400-06-alte-elbe-bei-randau-calenberge";"13-400-06";"Alte Elbe bei Randau/Calenberge";"Fließgewässer";"review";"v72-flow";"Watercourse_DESTGEOT00002gUz_pol";"419.1";"1";"9999";"1";"Fließgewässer werden in v7.2 nicht automatisch hochgestuft."
"13-400-07-kiesbaggerloch-bei-randau";"13-400-07";"Kiesbaggerloch bei Randau";"Kiesgrube";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"13-400-08-schwarzer-kruger-bei-randau";"13-400-08";"Schwarzer Krüger bei Randau";"See";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"13-400-09-kaltes-loch-bei-randau";"13-400-09";"Kaltes Loch bei Randau";"See";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"13-400-10-butz-bei-randau";"13-400-10";"Butz bei Randau";"See";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"14-210-02-obere-aue-fkk";"14-210-02";"Obere Aue (FKK)";"See";"matched";"v72-standing-near";"StandingWater_DESTGEOT00002KP3";"1";"2";"62";"1";"Konfliktfreies stehendes Gewässer: höchstens 20 m entfernt und räumlich ausreichend eindeutig."
"14-210-10-kirchteich-in-neustadt";"14-210-10";"Kirchteich in Neustadt";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOT00002KP0";"130.2";"5";"0";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"14-210-11-bruchsee-in-neustadt";"14-210-11";"Bruchsee in Neustadt";"See";"matched";"v72-standing-single";"StandingWater_DESTGEOT00002KOP";"35.7";"1";"9999";"1";"Konfliktfreies stehendes Gewässer: einziger amtlicher Kandidat im Suchbereich und höchstens 40 m entfernt."
"14-210-13-friedhofsteich-neustadt";"14-210-13";"Friedhofsteich Neustadt";"Teich";"review";"v72-standing-review";"StandingWater_DESTGEOT00002KPl";"26.5";"5";"10.9";"1";"Konfliktfrei, aber Distanz/Kandidatenzahl/Abstand reichen noch nicht für automatische Freigabe."
"14-210-18-weie-elster-von-straenbrucke";"14-210-18";"Weiße Elster von Straßenbrücke";"See";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
"14-212-01-groes-posthorn-linksseitig-am";"14-212-01";"Großes Posthorn linksseitig am";"See";"review";"v72-no-feature";"";"";"0";"";"0";"Kein amtliches Feature bzw. keine belastbare Distanz; bleibt Review."
